gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,32768,7168,2304,ck,0,0,901.4207,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1200.7,623.21,0.0
gfx950,256,32768,7168,4096,cktile,28,0,1008.0074,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1908.86,628.31,0.0
gfx950,256,32768,7168,4608,cktile,26,0,1082.5675,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1999.56,603.92,0.0
gfx950,256,32768,7168,16384,cktile,26,0,3378.3991,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2278.17,332.72,0.0
gfx950,256,32768,7168,18432,cktile,26,0,3742.2158,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2313.78,322.23,0.0
gfx950,256,32768,8192,512,ck,0,0,360.9476,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,761.55,1545.49,0.0
gfx950,256,32768,8192,1536,ck,0,0,737.4624,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1118.2,813.31,0.0
gfx950,256,32768,9216,7168,cktile,27,0,1959.5649,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2209.33,461.8,0.0
gfx950,256,32768,11264,1536,ck,0,0,1005.4332,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1127.74,801.48,0.0
gfx950,256,32768,12288,1536,ck,0,0,1102.1362,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1122.32,793.47,0.0
gfx950,256,32768,14336,1536,ck,0,0,1285.2161,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1122.85,787.32,0.0
gfx950,256,32768,16384,512,ck,0,0,696.8117,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,788.96,1577.05,0.0
gfx950,256,32768,20480,1536,ck,0,0,1826.5515,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1128.68,779.59,0.0
gfx950,256,32768,24576,1536,ck,0,0,2191.9056,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1128.65,774.98,0.0
gfx950,256,32768,32768,512,ck,0,0,1385.222,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,793.74,1574.5,0.0
gfx950,256,32768,32768,1536,ck,0,0,2918.4955,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1130.22,770.31,0.0
gfx950,256,32768,36864,7168,cktile,28,0,8025.7332,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2157.72,363.21,0.0
gfx950,256,65536,64,7168,ck,18,0,116.7699,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,514.94,4098.74,0.0
gfx950,256,65536,128,7168,ck,0,0,150.0461,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,801.48,3248.71,0.0
gfx950,256,65536,512,7168,cktile,28,0,277.0424,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1736.33,1951.11,0.0
gfx950,256,65536,576,7168,cktile,27,0,381.3612,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1419.04,1440.6,0.0
gfx950,256,65536,1024,7168,cktile,27,0,535.6356,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1796.13,1141.3,0.0
gfx950,256,65536,1536,7168,cktile,27,0,708.5099,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2036.82,962.72,0.0
gfx950,256,65536,2112,7168,cktile,11,0,1048.9318,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1891.71,726.19,0.0
gfx950,256,65536,2240,7168,cktile,11,0,1052.852,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1998.89,740.29,0.0
gfx950,256,65536,3072,1536,ck,0,0,566.2254,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1092.28,897.23,0.0
gfx950,256,65536,4096,512,ck,0,0,357.1801,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,769.58,1602.9,0.0
gfx950,256,65536,4096,7168,cktile,26,0,1875.2217,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2052.18,552.46,0.0
gfx950,256,65536,4608,7168,cktile,27,0,2093.6777,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2067.81,528.63,0.0
gfx950,256,65536,6144,1536,ck,0,0,1111.303,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1113.06,823.72,0.0
gfx950,256,65536,7168,256,ck,17,0,469.6057,a8w8_blockscale_1x128x128_256x64x128x256_16x16_32x32_2x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,512.17,2040.3,0.0
gfx950,256,65536,7168,512,ck,0,0,621.2778,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,774.27,1572.16,0.0
gfx950,256,65536,7168,2048,ck,0,0,1669.8174,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1152.31,651.82,0.0
gfx950,256,65536,7168,2304,ck,0,0,1801.7363,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1201.43,614.43,0.0
gfx950,256,65536,7168,4096,cktile,27,0,1951.4105,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1972.06,634.06,0.0
gfx950,256,65536,7168,4608,cktile,11,0,2159.6204,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2004.67,590.17,0.0
gfx950,256,65536,7168,9216,cktile,11,0,3868.2373,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2238.4,416.1,0.0
gfx950,256,65536,7168,16384,cktile,26,0,6897.8894,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2231.58,308.89,0.0
gfx950,256,65536,7168,18432,cktile,28,0,7476.3659,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2316.27,304.91,0.0
gfx950,256,65536,8192,512,ck,0,0,704.0693,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,780.83,1578.67,0.0
gfx950,256,65536,8192,1536,ck,0,0,1473.86,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1119.01,805.36,0.0
gfx950,256,65536,9216,7168,cktile,27,0,3989.8626,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2170.16,437.05,0.0
gfx950,256,65536,11264,1536,ck,0,0,2012.9804,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1126.56,792.04,0.0
gfx950,256,65536,12288,1536,ck,0,0,2193.6639,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1127.75,788.7,0.0
gfx950,256,65536,14336,1536,ck,0,0,2557.2449,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1128.64,782.77,0.0
gfx950,256,65536,16384,512,ck,0,0,1381.4369,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,795.92,1584.89,0.0
gfx950,256,65536,20480,1536,ck,0,0,3667.0687,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1124.38,768.05,0.0
gfx950,256,65536,24576,1536,ck,0,0,4395.2438,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1125.72,764.38,0.0
gfx950,256,98304,7168,4096,cktile,28,0,2962.6601,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1948.4,621.5,0.0
gfx950,256,98304,7168,4608,cktile,26,0,3189.2174,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2036.23,594.28,0.0
gfx950,256,98304,7168,9216,cktile,27,0,5713.6008,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2273.17,416.78,0.0
gfx950,256,98304,7168,16384,cktile,26,0,10375.8827,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2225.33,302.37,0.0
gfx950,256,98304,7168,18432,cktile,27,0,11252.7048,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2308.42,298.0,0.0
gfx950,256,98304,8192,512,ck,0,0,1045.7319,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,788.57,1592.32,0.0
gfx950,256,98304,8192,1536,ck,0,0,2210.3452,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1119.24,802.68,0.0
gfx950,256,98304,9216,7168,cktile,26,0,5845.0573,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2222.05,441.85,0.0
gfx950,256,98304,11264,1536,ck,0,0,3016.2181,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1127.77,790.03,0.0
gfx950,256,98304,12288,1536,ck,0,0,3304.3299,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1123.03,782.55,0.0
gfx950,256,98304,14336,1536,ck,0,0,3862.1384,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1120.97,774.59,0.0
gfx950,256,98304,16384,512,ck,0,0,2069.8943,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,796.79,1584.6,0.0
gfx950,256,98304,20480,1536,ck,0,0,5509.1484,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1122.63,764.0,0.0
gfx950,256,131072,128,7168,ck,0,0,293.0508,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,820.74,3323.64,0.0
gfx950,256,131072,512,7168,cktile,11,0,545.9348,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1762.25,1973.52,0.0
gfx950,256,131072,576,7168,cktile,27,0,712.3688,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1519.34,1536.63,0.0
gfx950,256,131072,1024,7168,cktile,26,0,982.8131,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1957.79,1236.55,0.0
gfx950,256,131072,1536,7168,cktile,27,0,1418.7228,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2034.38,953.81,0.0
gfx950,256,131072,2112,7168,cktile,28,0,2108.0457,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1882.57,715.5,0.0
gfx950,256,131072,2240,7168,cktile,27,0,2103.3064,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2001.17,733.5,0.0
gfx950,256,131072,3072,1536,ck,0,0,1129.3765,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1095.25,895.5,0.0
gfx950,256,131072,4096,512,ck,0,0,712.1968,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,771.92,1604.82,0.0
gfx950,256,131072,4096,7168,cktile,27,0,3725.4959,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2065.92,548.28,0.0
gfx950,256,131072,6144,1536,ck,0,0,2213.8353,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1117.47,822.72,0.0
gfx950,256,131072,7168,256,ck,17,0,935.1344,a8w8_blockscale_1x128x128_256x64x128x256_16x16_32x32_2x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,514.4,2047.23,0.0
gfx950,256,131072,7168,512,ck,0,0,1234.1151,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,779.56,1579.94,0.0
gfx950,256,131072,7168,2048,ck,0,0,3347.1523,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1149.72,645.97,0.0
gfx950,256,131072,7168,4096,cktile,12,0,3923.2429,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x128_intrawave_0x1x0_3,1961.79,623.28,0.0
gfx950,256,131072,7168,4608,cktile,26,0,4209.0554,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2057.15,597.77,0.0
gfx950,256,131072,7168,9216,cktile,28,0,7568.5865,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2288.05,416.6,0.0
gfx950,256,131072,7168,16384,cktile,27,0,13692.8484,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2248.35,302.64,0.0
gfx950,256,131072,7168,18432,cktile,26,0,15254.4732,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2270.46,290.22,0.0
gfx950,256,131072,8192,512,ck,0,0,1408.0054,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,780.9,1575.84,0.0
gfx950,256,131072,8192,1536,ck,0,0,2939.9522,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1121.97,803.21,0.0
gfx950,256,131072,9216,7168,cktile,26,0,7924.4831,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2185.29,431.76,0.0
gfx950,256,131072,12288,1536,ck,0,0,4404.9134,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1123.25,781.27,0.0
gfx950,256,131072,14336,1536,ck,0,0,5136.8917,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1123.72,775.07,0.0
